2019-05-11, 1, 1, 0
2019-05-12, 5, 0, 5
2019-05-13, 2, 2, 0
2019-05-14, 7, 4, 3
2019-05-15, 7, 2, 5
2019-05-16, 6, 2, 4
2019-05-17, 6, 2, 4
2019-05-18, 5, 5, 0
2019-05-19, 3, 2, 1
2019-05-20, 8, 3, 5
2019-05-21, 2, 0, 2
2019-05-22, 12, 9, 3
2019-05-23, 4, 4, 0
2019-05-24, 4, 4, 0
2019-05-25, 3, 3, 0
2019-05-26, 1, 0, 1
2019-05-27, 1, 1, 0
2019-05-28, 2, 1, 1
2019-05-29, 1, 0, 1
2019-05-30, 6, 4, 2
2019-05-31, 2, 2, 0
2019-06-01, 5, 0, 5
2019-06-03, 4, 0, 4
2019-06-04, 5, 2, 3
2019-06-05, 4, 0, 4
2019-06-06, 4, 3, 1
2019-06-07, 7, 5, 2
2019-06-09, 4, 2, 2
2019-06-10, 5, 1, 4
2019-06-11, 9, 5, 4
2019-06-12, 3, 3, 0
2019-06-13, 5, 1, 4
2019-06-14, 3, 2, 1
2019-06-15, 4, 4, 0
2019-06-16, 1, 0, 1
2019-06-17, 2, 2, 0
2019-06-18, 1, 0, 1
2019-06-19, 2, 2, 0
2019-06-20, 8, 1, 7
2019-06-21, 11, 10, 1
2019-06-22, 1, 0, 1
2019-06-24, 5, 3, 2
2019-06-25, 9, 4, 5
2019-06-26, 2, 0, 2
2019-06-27, 9, 7, 2
2019-06-28, 8, 2, 6
2019-06-29, 11, 4, 7
2019-07-01, 3, 3, 0
2019-07-02, 7, 5, 2
2019-07-03, 6, 6, 0
2019-07-05, 4, 2, 2
2019-07-07, 1, 1, 0
2019-07-08, 6, 3, 3
2019-07-09, 4, 3, 1
2019-07-10, 5, 2, 3
2019-07-11, 2, 1, 1
2019-07-12, 11, 7, 4
2019-07-13, 5, 5, 0
2019-07-14, 1, 0, 1
2019-07-15, 5, 0, 5
2019-07-16, 8, 7, 1
2019-07-17, 7, 2, 5
2019-07-18, 2, 1, 1
2019-07-19, 2, 2, 0
2019-07-20, 3, 3, 0
2019-07-21, 3, 2, 1
2019-07-22, 2, 0, 2
2019-07-23, 6, 3, 3
2019-07-24, 4, 1, 3
2019-07-25, 12, 6, 6
2019-07-26, 11, 8, 3
2019-07-27, 1, 1, 0
2019-07-28, 2, 2, 0
2019-07-29, 7, 3, 4
2019-07-30, 6, 6, 0
2019-07-31, 3, 0, 3
2019-08-01, 6, 3, 3
2019-08-02, 12, 6, 6
2019-08-03, 6, 5, 1
2019-08-04, 3, 3, 0
2019-08-05, 10, 7, 3
2019-08-06, 11, 2, 9
2019-08-07, 5, 2, 3
2019-08-08, 6, 1, 5
2019-08-09, 9, 5, 4
2019-08-10, 1, 1, 0
2019-08-12, 2, 2, 0
2019-08-13, 4, 2, 2
2019-08-14, 10, 8, 2
2019-08-15, 8, 6, 2
2019-08-16, 2, 0, 2
2019-08-17, 3, 2, 1
2019-08-18, 3, 0, 3
2019-08-19, 6, 2, 4
2019-08-20, 17, 13, 4
2019-08-21, 3, 2, 1
2019-08-22, 7, 3, 4
2019-08-23, 13, 11, 2
2019-08-24, 4, 1, 3
2019-08-25, 7, 3, 4
2019-08-26, 11, 4, 7
2019-08-27, 5, 3, 2
2019-08-28, 7, 4, 3
2019-08-29, 7, 5, 2
2019-08-30, 8, 4, 4
2019-08-31, 3, 1, 2
2019-09-02, 3, 1, 2
2019-09-03, 6, 3, 3
2019-09-04, 19, 16, 3
2019-09-05, 12, 5, 7
2019-09-06, 8, 4, 4
2019-09-07, 1, 1, 0
2019-09-08, 10, 1, 9
2019-09-09, 15, 3, 12
2019-09-10, 6, 6, 0
2019-09-11, 18, 9, 9
2019-09-12, 8, 5, 3
2019-09-13, 14, 9, 5
2019-09-15, 8, 1, 7
2019-09-16, 7, 6, 1
2019-09-17, 5, 3, 2
2019-09-18, 12, 8, 4
2019-09-19, 5, 1, 4
2019-09-20, 8, 6, 2
2019-09-21, 1, 0, 1
2019-09-23, 8, 5, 3
2019-09-24, 10, 0, 10
2019-09-25, 1, 1, 0
2019-09-26, 12, 7, 5
2019-09-27, 10, 9, 1
2019-09-28, 1, 0, 1
2019-09-30, 5, 0, 5
2019-10-01, 7, 3, 4
2019-10-02, 3, 0, 3
2019-10-03, 1, 1, 0
2019-10-04, 9, 2, 7
2019-10-05, 3, 1, 2
2019-10-06, 6, 4, 2
2019-10-07, 5, 4, 1
2019-10-08, 5, 2, 3
2019-10-09, 4, 1, 3
2019-10-10, 1, 0, 1
2019-10-11, 24, 15, 9
2019-10-13, 3, 0, 3
2019-10-14, 6, 3, 3
2019-10-15, 12, 7, 5
2019-10-16, 12, 12, 0
2019-10-17, 3, 3, 0
2019-10-18, 12, 8, 4
2019-10-20, 1, 1, 0
2019-10-21, 5, 3, 2
2019-10-22, 4, 1, 3
2019-10-23, 7, 5, 2
2019-10-24, 6, 2, 4
2019-10-25, 5, 4, 1
2019-10-26, 2, 2, 0
2019-10-27, 8, 4, 4
2019-10-28, 16, 9, 7
2019-10-29, 11, 7, 4
2019-10-30, 16, 12, 4
2019-10-31, 2, 2, 0
2019-11-01, 10, 3, 7
2019-11-02, 2, 0, 2
2019-11-03, 1, 1, 0
2019-11-04, 18, 12, 6
2019-11-05, 5, 3, 2
2019-11-06, 9, 2, 7
2019-11-07, 9, 4, 5
2019-11-08, 5, 4, 1
